GEOID,NAME,geometry,population_estimate,pov_level_estimate,med_inc_estimate,population_moe,pov_level_moe,med_inc_moe,census_tract,counts
36061001600,"Census Tract 16, New York County, New York","list(list(c(-73.996059, -73.994808, -73.993095, -73.991422, -73.989155, -73.989754, -73.99022, -73.992562, -73.993016, -73.99414, -73.99484, -73.997504, -73.996059, 40.716232, 40.718457, 40.717922, 40.717418, 40.716708, 40.715553, 40.714405, 40.714388, 40.714356, 40.714269, 40.714209, 40.714069, 40.716232)))",8133,8132,41583,1138,1138,31261,36061001600,1
36005025500,"Census Tract 255, Bronx County, New York","list(list(c(-73.912258, -73.910929, -73.909171, -73.90904, -73.907586, -73.906159, -73.904934, -73.907773, -73.90981, -73.910208, -73.910904, -73.913284, -73.912258, 40.86019, 40.860647, 40.862224, 40.862679, 40.862816, 40.862779, 40.862749, 40.859608, 40.857348, 40.858289, 40.858778, 40.859619, 40.86019)))",7728,7700,42218,1022,1019,19131,36005025500,3
36081055800,"Census Tract 558, Queens County, New York","list(list(c(-73.74548, -73.741047, -73.739864, -73.737763, -73.739488, -73.74025, -73.741961, -73.742816, -73.744325, -73.74548, 40.722529, 40.725257, 40.724146, 40.722166, 40.721525, 40.721064, 40.720357, 40.72003, 40.721441, 40.722529)))",1999,1999,88021,383,383,48128,36081055800,1
36005040501,"Census Tract 405.01, Bronx County, New York","list(list(c(-73.893299, -73.892496, -73.891814, -73.891278, -73.890546, -73.889892, -73.889128, -73.888314, -73.88974, -73.89036, -73.892132, -73.89276, -73.893299, 40.865294, 40.866692, 40.867424, 40.868016, 40.868806, 40.869522, 40.869063, 40.868547, 40.867235, 40.866613, 40.864633, 40.865021, 40.865294)))",3959,3929,45930,625,618,13597,36005040501,5
36047028200,"Census Tract 282, Kings County, New York","list(list(c(-74.0077100448287, -74.00514, -74.00263, -74.001846, -74.001098, -74.000324, -74.001545, -74.00283, -74.00445, -74.004948, -74.0057222910018, -74.0057794598694, -74.0077100448287, 40.5986709706622, 40.601432, 40.603847, 40.603431, 40.603034, 40.60262, 40.601442, 40.600204, 40.598647, 40.598172, 40.5973618352118, 40.5973994866504, 40.5986709706622)))",3623,3623,55644,661,661,19959,36047028200,2
36061000800,"Census Tract 8, New York County, New York","list(list(c(-73.997504, -73.99484, -73.99414, -73.993016, -73.992562, -73.992267, -73.991777, -73.991939, -73.989381, -73.992722, -73.993693, -73.996005, -73.996222, -73.996354, -73.996444, -73.996782, -73.996947, -73.997117, -73.997504, 40.714069, 40.714209, 40.714269, 40.714356, 40.714388, 40.712468, 40.709819, 40.709528, 40.705137, 40.705544, 40.704476, 40.708895, 40.709181, 40.709785, 40.710199, 40.711364, 40.712072, 40.712799, 40.714069)))",9189,9184,28269,1146,1144,9995,36061000800,1
36047030000,"Census Tract 300, Kings County, New York","list(list(c(-73.993363, -73.991599, -73.99015, -73.989395, -73.988658, -73.987192, -73.985747, -73.985266, -73.985061, -73.985015, -73.984678, -73.986019, -73.987505, -73.988223, -73.988964, -73.990421, -73.991163, -73.991906, -73.993363, 40.598889, 40.600581, 40.599705, 40.599255, 40.5988, 40.597926, 40.597041, 40.596744, 40.595671, 40.595413, 40.593659, 40.594446, 40.595342, 40.595776, 40.596223, 40.597104, 40.597554, 40.598004, 40.598889)))",4415,4415,64881,735,735,28530,36047030000,3
36061028500,"Census Tract 285, New York County, New York","list(list(c(-73.930174, -73.930003, -73.929694, -73.928599, -73.927766, -73.926011, -73.925373, -73.924742, -73.924877, -73.925146, -73.926502, -73.92733, -73.92842, -73.931313, -73.930174, 40.861649, 40.862103, 40.862215, 40.862614, 40.862926, 40.863575, 40.862582, 40.861594, 40.861541, 40.861451, 40.860956, 40.860647, 40.860242, 40.859328, 40.861649)))",8799,8746,51959,1342,1333,6463,36061028500,2
36005046205,"Census Tract 462.05, Bronx County, New York","list(list(c(-73.834881, -73.834439, -73.832696, -73.832076, -73.830132, -73.828476, -73.82821, -73.827259, -73.828208, -73.827459, -73.828278, -73.827698, -73.825886, -73.826178, -73.825074, -73.822239, -73.82185, -73.821574, -73.821458, -73.824725, -73.826416, -73.828261, -73.828372, -73.829594, -73.83273, -73.834013, -73.834881, -73.834881, 40.875505, 40.874876, 40.875812, 40.875665, 40.87533, 40.874465, 40.874928, 40.874264, 40.873017, 40.872753, 40.871012, 40.870953, 40.870396, 40.869575, 40.869428, 
40.868853, 40.868695, 40.868477, 40.868406, 40.864987, 40.863034, 40.860853, 40.860947, 40.862173, 40.868457, 40.871172, 40.874429, 40.875505)))",3053,3053,49219,643,643,20695,36005046205,3
36047029000,"Census Tract 290, Kings County, New York","list(list(c(-73.996055, -73.995429, -73.994847, -73.994265, -73.993104, -73.990873, -73.991455, -73.992036, -73.992619, -73.993201, -73.995594, -73.997824, -73.996055, 40.603275, 40.603877, 40.604437, 40.604996, 40.606116, 40.60477, 40.604209, 40.603651, 40.60309, 40.602534, 40.600233, 40.601578, 40.603275)))",3852,3852,44070,642,642,9882,36047029000,3
36047040200,"Census Tract 402, Kings County, New York","list(list(c(-73.985491, -73.984493, -73.983567, -73.982639, -73.981712, -73.980784, -73.980358, -73.979955, -73.980711, -73.98179, -73.983667, -73.98464, -73.984678, -73.985015, -73.985061, -73.985266, -73.985491, 40.59793, 40.598038, 40.59814, 40.598243, 40.598345, 40.598447, 40.596192, 40.594074, 40.593997, 40.593868, 40.593664, 40.593552, 40.593659, 40.595413, 40.595671, 40.596744, 40.59793)))",2936,2936,64118,365,365,28800,36047040200,4
36005040303,"Census Tract 403.03, Bronx County, New York","list(list(c(-73.896037, -73.89485, -73.893914, -73.893071, -73.89193, -73.890976, -73.891737, -73.892421, -73.892996, -73.894153, -73.894963, -73.896037, 40.86923, 40.870451, 40.870969, 40.871396, 40.870729, 40.870159, 40.869511, 40.868624, 40.867882, 40.868386, 40.868749, 40.86923)))",4216,4206,34773,495,493,7004,36005040303,2
36081047100,"Census Tract 471, Queens County, New York","list(list(c(-73.880278, -73.878479, -73.875671, -73.874658, -73.874505, -73.873485, -73.875019, -73.874796, -73.874361, -73.874103, -73.877431, -73.878487, -73.879107, -73.87932, -73.880237, -73.880278, 40.741297, 40.742151, 40.74297, 40.743268, 40.743311, 40.742501, 40.741494, 40.741288, 40.74016, 40.739488, 40.738601, 40.739934, 40.740445, 40.740602, 40.741199, 40.741297)))",4486,4486,47067,724,724,10021,36081047100,1
36081054500,"Census Tract 545, Queens County, New York","list(list(c(-73.915513, -73.913435, -73.912694, -73.911952, -73.910471, -73.90973, -73.910655, -73.911807, -73.913292, -73.914031, -73.914771, -73.915513, 40.705626, 40.70766, 40.707223, 40.706784, 40.705908, 40.705471, 40.704564, 40.703435, 40.704313, 40.704749, 40.705189, 40.705626)))",4061,4061,55694,651,651,15301,36081054500,3
36047015900,"Census Tract 159, Kings County, New York","list(list(c(-73.977102, -73.976616, -73.97618, -73.973687, -73.971904, -73.969498, -73.969693, -73.968999, -73.968731, -73.968924, -73.969247, -73.970039, -73.970409, -73.970859, -73.972955, -73.975467, -73.97796, -73.977102, 40.676707, 40.677431, 40.678065, 40.677078, 40.676413, 40.675906, 40.67536, 40.674713, 40.673928, 40.672938, 40.672743, 40.67268, 40.672617, 40.67273, 40.673488, 40.674467, 40.675438, 40.676707)))",5102,5093,187883,767,766,36979,36047015900,5
36081014500,"Census Tract 145, Queens County, New York","list(list(c(-73.910505, -73.908492, -73.906911, -73.905312, -73.904512, -73.905245, -73.90651, -73.908908, -73.910505, 40.763979, 40.766452, 40.765711, 40.764965, 40.764589, 40.763687, 40.762109, 40.763229, 40.763979)))",2585,2585,79609,443,443,22474,36081014500,2
36047110400,"Census Tract 1104, Kings County, New York","list(list(c(-73.896167, -73.893279, -73.891649, -73.890015, -73.888385, -73.886814, -73.881856, -73.880892, -73.884131, -73.882912, -73.884582, -73.887786, -73.886689, -73.885681, -73.884653, -73.886282, -73.889994, -73.891366, -73.893547, -73.895382, -73.89611, -73.896167, 40.657974, 40.65923, 40.659933, 40.660636, 40.661338, 40.662014, 40.66415, 40.662834, 40.661433, 40.659781, 40.659061, 40.657683, 40.656205, 40.65485, 40.653451, 40.652756, 40.651138, 40.652365, 40.655202, 40.65772, 40.657754, 
40.657974)))",4811,4754,41949,996,981,17824,36047110400,11
36047067000,"Census Tract 670, Kings County, New York","list(list(c(-73.926401, -73.925395, -73.923497, -73.920624, -73.920527, -73.919009, -73.922498, -73.924365, -73.92617, -73.926295, -73.926401, 40.614479, 40.61454, 40.614658, 40.614839, 40.613943, 40.61212, 40.609809, 40.611462, 40.61306, 40.613193, 40.614479)))",2928,2928,82629,379,379,11287,36047067000,3
36081059502,"Census Tract 595.02, Queens County, New York","list(list(c(-73.912892, -73.911739, -73.911187, -73.909763, -73.90966, -73.90639, -73.906021, -73.905868, -73.90576, -73.905376, -73.906078, -73.906922, -73.910778, -73.910158, -73.911595, -73.911739, -73.912892, 40.715403, 40.71641, 40.716947, 40.717737, 40.717793, 40.717364, 40.715743, 40.715069, 40.714588, 40.712877, 40.712903, 40.712948, 40.713188, 40.713822, 40.714641, 40.714724, 40.715403)))",3130,3125,71801,740,740,23248,36081059502,3
36005038900,"Census Tract 389, Bronx County, New York","list(list(c(-73.887702, -73.887632, -73.886785, -73.885166, -73.884408, -73.883522, -73.88183, -73.881911, -73.882519, -73.883628, -73.884461, -73.885421, -73.886186, -73.886873, -73.887568, -73.888449, -73.887702, 40.856875, 40.858226, 40.859197, 40.858378, 40.85812, 40.857999, 40.857455, 40.857315, 40.856112, 40.853909, 40.854152, 40.854498, 40.85487, 40.855202, 40.855556, 40.856024, 40.856875)))",5333,5243,37260,803,801,11980,36005038900,13
36005002300,"Census Tract 23, Bronx County, New York","list(list(c(-73.929219, -73.928135, -73.927121, -73.925142, -73.922886, -73.923375, -73.923837, -73.924265, -73.926524, -73.928556, -73.929219, 40.809564, 40.809622, 40.810949, 40.81005, 40.809106, 40.808432, 40.807809, 40.807175, 40.808162, 40.809046, 40.809564)))",4465,4464,22177,642,642,7257,36005002300,1
36047024900,"Census Tract 249, Kings County, New York","list(list(c(-73.95059, -73.94731, -73.947165, -73.947017, -73.946873, -73.946727, -73.94658, -73.946437, -73.946274, -73.949557, -73.949715, -73.949861, -73.950009, -73.950299, -73.95059, 40.685467, 40.685846, 40.685113, 40.68438, 40.683646, 40.682914, 40.682181, 40.681449, 40.680213, 40.68039, 40.68107, 40.681804, 40.682537, 40.684001, 40.685467)))",4146,4135,78025,710,708,11079,36047024900,2
36047086600,"Census Tract 866, Kings County, New York","list(list(c(-73.928193, -73.926464, -73.924643, -73.924654, -73.92609, -73.925953, -73.92561, -73.926547, -73.927514, -73.927694, -73.927856, -73.927995, -73.928172, -73.928193, 40.660177, 40.659814, 40.658183, 40.657007, 40.656921, 40.655632, 40.652446, 40.652392, 40.652318, 40.653985, 40.655516, 40.656802, 40.658478, 40.660177)))",3289,3275,67995,660,658,20002,36047086600,2
36081063900,"Census Tract 639, Queens County, New York","list(list(c(-73.860156, -73.858215, -73.85594, -73.854746, -73.854641, -73.853692, -73.852151, -73.855293, -73.855292, -73.856914, -73.857028, -73.858579, -73.85815, -73.858288, -73.863254, -73.860156, 40.704746, 40.705602, 40.706395, 40.706767, 40.70529, 40.704315, 40.702251, 40.702596, 40.701844, 40.701885, 40.70117, 40.701238, 40.702898, 40.702911, 40.703392, 40.704746)))",3195,3195,75729,789,789,25243,36081063900,2
36081069702,"Census Tract 697.02, Queens County, New York","list(list(c(-73.866508, -73.864886, -73.864514, -73.863941, -73.862038, -73.858645, -73.858522, -73.859358, -73.859223, -73.859129, -73.863018, -73.865476, -73.867285, -73.866508, 40.723604, 40.726177, 40.72676, 40.726629, 40.725957, 40.722591, 40.721529, 40.7214, 40.720296, 40.719544, 40.717708, 40.720281, 40.722257, 40.723604)))",4351,4178,79433,691,637,10986,36081069702,2
36047087401,"Census Tract 874.01, Kings County, New York","list(list(c(-73.940029, -73.937264, -73.937111, -73.936864, -73.939615, -73.939734, -73.939813, -73.939965, -73.940029, 40.663021, 40.663192, 40.660236, 40.657942, 40.657768, 40.660074, 40.660785, 40.662233, 40.663021)))",3730,3664,39814,672,642,28192,36047087401,2
36061017900,"Census Tract 179, New York County, New York","list(list(c(-73.9848017882995, -73.9844174404187, -73.978316, -73.976233, -73.974162, -73.972739, -73.971316, -73.971773, -73.972233, -73.97269, -73.973147, -73.974565, -73.975989, -73.977691, -73.980109, -73.9863054917522, -73.9848017882995, 40.7976903485926, 40.7982192853589, 40.795687, 40.794828, 40.793952, 40.793353, 40.792753, 40.792127, 40.791498, 40.79087, 40.790244, 40.790842, 40.791438, 40.792164, 40.79313, 40.7956209628056, 40.7976903485926)))",9116,9116,125259,1940,1940,36289,36061017900,3
36081097205,"Census Tract 972.05, Queens County, New York","list(list(c(-73.789163, -73.788373, -73.784796, -73.78209, -73.781952, -73.781836, -73.783612, -73.784545, -73.786265, -73.787044, -73.789133, -73.789112, -73.789163, 40.596077, 40.597506, 40.597704, 40.597837, 40.596457, 40.595267, 40.595145, 40.595076, 40.594955, 40.594911, 40.594044, 40.595523, 40.596077)))",3645,3645,27790,482,482,5575,36081097205,1
36081044301,"Census Tract 443.01, Queens County, New York","list(list(c(-73.862666, -73.861187, -73.859449, -73.857768, -73.85754, -73.856454, -73.857309, -73.857702, -73.858975, -73.860072, -73.860734, -73.861855, -73.86241, -73.862666, 40.74341, 40.741985, 40.743036, 40.741406, 40.741193, 40.740363, 40.739681, 40.73936, 40.738698, 40.738373, 40.739636, 40.741589, 40.74289, 40.74341)))",3658,3654,30425,941,941,18486,36081044301,2
36085020702,"Census Tract 207.02, Richmond County, New York","list(list(c(-74.136151, -74.136095, -74.135133, -74.1337046042291, -74.1292770094532, -74.1210391984324, -74.1209593241468, -74.120659, -74.123744, -74.126962, -74.127015, -74.127032, -74.126888, -74.12867, -74.129001, -74.129446, -74.13047, -74.130941, -74.135214, -74.135554, -74.136409, -74.136151, 40.635425, 40.636782, 40.63676, 40.6408341725068, 40.6412818339788, 40.6421147355414, 40.6421228114025, 40.641196, 40.640202, 40.640181, 40.639319, 40.638377, 40.63721, 40.637348, 40.634334, 40.63366, 
40.631676, 40.633139, 40.635345, 40.6348, 40.634896, 40.635425)))",2311,2311,28523,564,564,25827,36085020702,9
36081011700,"Census Tract 117, Queens County, New York","list(list(c(-73.91431, -73.911779, -73.909617, -73.908903, -73.908189, -73.906788, -73.908946, -73.908217, -73.910241, -73.911673, -73.912893, -73.91431, 40.771523, 40.773595, 40.775366, 40.774861, 40.774358, 40.773367, 40.771598, 40.771085, 40.769427, 40.769645, 40.770521, 40.771523)))",3850,3850,102926,662,662,6703,36081011700,5
36047099000,"Census Tract 990, Kings County, New York","list(list(c(-73.898828, -73.897011, -73.895191, -73.8983, -73.901933, -73.898828, 40.642005, 40.640374, 40.638742, 40.636736, 40.640001, 40.642005)))",1742,1732,77721,328,328,20787,36047099000,3
36047096600,"Census Tract 966, Kings County, New York","list(list(c(-73.907454, -73.904627, -73.903774, -73.902345, -73.90067, -73.899914, -73.898828, -73.901933, -73.902747, -73.90413, -73.905612, -73.907454, 40.639276, 40.641102, 40.641652, 40.642576, 40.64366, 40.642978, 40.642005, 40.640001, 40.639472, 40.638578, 40.637622, 40.639276)))",2525,2513,66968,442,443,10751,36047096600,1
36047007500,"Census Tract 75, Kings County, New York","list(list(c(-73.996209, -73.995881, -73.995558, -73.995232, -73.994901, -73.992623, -73.990424, -73.987279, -73.987668, -73.98808, -73.989388, -73.992587, -73.994889, -73.994654, -73.996527, -73.996209, 40.681724, 40.682395, 40.683069, 40.683741, 40.68443, 40.683544, 40.682694, 40.681467, 40.680818, 40.680172, 40.678285, 40.679521, 40.6802, 40.680541, 40.68106, 40.681724)))",4811,4811,139911,810,810,48558,36047007500,5
36047037401,"Census Tract 374.01, Kings County, New York","list(list(c(-73.970224, -73.968371, -73.967445, -73.966519, -73.965129, -73.965302, -73.965641, -73.96615, -73.966614, -73.969063, -73.969423, -73.969823, -73.970224, 40.59054, 40.59075, 40.590851, 40.590953, 40.591108, 40.590358, 40.588888, 40.586669, 40.584575, 40.584, 40.586307, 40.588427, 40.59054)))",4735,4735,52625,719,719,11128,36047037401,1
36005021100,"Census Tract 211, Bronx County, New York","list(list(c(-73.925268, -73.924848, -73.923815, -73.923597, -73.92354, -73.922818, -73.922921, -73.922422, -73.921945, -73.921495, -73.921357, -73.92164, -73.922216, -73.923231, -73.923707, -73.926191, -73.925268, 40.840176, 40.841495, 40.842886, 40.84424, 40.844457, 40.844262, 40.843327, 40.841837, 40.841045, 40.840349, 40.840189, 40.838888, 40.837986, 40.83816, 40.838202, 40.838512, 40.840176)))",6036,5984,35855,1132,1128,6063,36005021100,1
36047035701,"Census Tract 357.01, Kings County, New York","list(list(c(-73.928181, -73.928098, -73.925328, -73.925413, -73.925598, -73.92835, -73.928181, 40.67043, 40.671321, 40.671169, 40.670279, 40.668496, 40.668647, 40.67043)))",2414,2414,38793,373,373,15171,36047035701,1
36085029104,"Census Tract 291.04, Richmond County, New York","list(list(c(-74.169187, -74.168725, -74.160501, -74.157312, -74.153689, -74.149969, -74.15362, -74.160403, -74.162382, -74.162324, -74.160402, -74.164839, -74.175625, -74.169187, 40.620547, 40.621209, 40.617416, 40.615155, 40.612322, 40.60954, 40.608801, 40.607442, 40.60719, 40.608003, 40.609807, 40.610495, 40.612218, 40.620547)))",6819,6819,104904,1079,1079,39144,36085029104,5
36085017013,"Census Tract 170.13, Richmond County, New York","list(list(c(-74.200793, -74.199771, -74.197695, -74.191428, -74.193425, -74.195331, -74.199739, -74.200144, -74.203343, -74.200793, 40.556045, 40.55687, 40.558887, 40.552801, 40.552235, 40.551195, 40.549214, 40.548801, 40.556133, 40.556045)))",4158,4157,81611,822,817,18207,36085017013,1
36047120000,"Census Tract 1200, Kings County, New York","list(list(c(-73.870439, -73.869776, -73.867258, -73.864554, -73.861764, -73.863919, -73.866668, -73.869447, -73.869752, -73.870073, -73.870387, -73.870439, 40.677218, 40.677027, 40.676113, 40.675151, 40.674233, 40.673942, 40.673544, 40.673143, 40.674404, 40.675671, 40.676939, 40.677218)))",2769,2626,34522,517,537,21052,36047120000,4
36081027102,"Census Tract 271.02, Queens County, New York","list(list(c(-73.879363, -73.878892, -73.878406, -73.877416, -73.87648, -73.876252, -73.876789, -73.877159, -73.877904, -73.879818, -73.879363, 40.747034, 40.747639, 40.748216, 40.748319, 40.748416, 40.748439, 40.747511, 40.746865, 40.74559, 40.746442, 40.747034)))",3425,3323,69775,702,704,15943,36081027102,2
36005019500,"Census Tract 195, Bronx County, New York","list(list(c(-73.924261, -73.922217, -73.921223, -73.920365, -73.919029, -73.919856, -73.920461, -73.921171, -73.921742, -73.922669, -73.924047, -73.925927, -73.924261, 40.830681, 40.834163, 40.833833, 40.833543, 40.83309, 40.831949, 40.830915, 40.829628, 40.8286, 40.826854, 40.827244, 40.827812, 40.830681)))",7766,7680,44323,1193,1169,17121,36005019500,7
36061028300,"Census Tract 283, New York County, New York","list(list(c(-73.931818, -73.931313, -73.92842, -73.92733, -73.926502, -73.925146, -73.924877, -73.925175, -73.927266, -73.928233, -73.929726, -73.931475, -73.932631, -73.931818, 40.858271, 40.859328, 40.860242, 40.860647, 40.860956, 40.861451, 40.861541, 40.860309, 40.857929, 40.857168, 40.857379, 40.856851, 40.856716, 40.858271)))",8463,8286,64394,1556,1535,9896,36061028300,1
36081005900,"Census Tract 59, Queens County, New York","list(list(c(-73.928051, -73.926188, -73.924588, -73.922996, -73.921396, -73.920597, -73.919799, -73.921659, -73.924854, -73.926453, -73.927247, -73.928051, 40.760048, 40.762351, 40.7616, 40.760849, 40.7601, 40.759725, 40.759349, 40.757051, 40.758551, 40.759296, 40.759671, 40.760048)))",3956,3956,80729,810,810,18984,36081005900,7
36047050500,"Census Tract 505, Kings County, New York","list(list(c(-73.946973, -73.945475, -73.943788, -73.94344, -73.943202, -73.94285, -73.944567, -73.946265, -73.946523, -73.946756, -73.946973, 40.709894, 40.71074, 40.710901, 40.708781, 40.707335, 40.705182, 40.705021, 40.705604, 40.707011, 40.708466, 40.709894)))",4136,4136,63468,853,853,17220,36047050500,2
36081103300,"Census Tract 1033, Queens County, New York","list(list(c(-73.81453, -73.814395, -73.814299, -73.813813, -73.811719, -73.808538, -73.808795, -73.806005, -73.805111, -73.804801, -73.803226, -73.803327, -73.803423, -73.80379, -73.809452, -73.814859, -73.81453, 40.778888, 40.779871, 40.780581, 40.784129, 40.783247, 40.782997, 40.780862, 40.779925, 40.779039, 40.77912, 40.779703, 40.778996, 40.778338, 40.77561, 40.776058, 40.776486, 40.778888)))",4784,4784,90457,655,655,12607,36081103300,1
36081021602,"Census Tract 216.02, Queens County, New York","list(list(c(-73.819377, -73.822256, -73.819314, -73.819119, -73.818313, -73.816477, -73.81686, -73.817544, -73.822459, -73.819377, 40.703871, 40.705456, 40.70587, 40.706665, 40.706164, 40.70245, 40.702444, 40.702657, 40.703656, 40.703871)))",1784,1782,65564,477,477,11611,36081021602,1
36005018900,"Census Tract 189, Bronx County, New York","list(list(c(-73.933144, -73.930355, -73.92938, -73.927008, -73.926611, -73.925364, -73.927264, -73.928756, -73.929932, -73.930852, -73.930956, -73.933059, -73.933459, -73.933144, 40.834815, 40.834505, 40.83467, 40.833917, 40.833022, 40.832625, 40.830565, 40.829186, 40.828636, 40.82836, 40.828335, 40.828156, 40.833184, 40.834815)))",8311,8082,36087,1150,1144,13671,36005018900,7
36047009201,"Census Tract 92.01, Kings County, New York","list(list(c(-74.001248, -74.000662, -73.998466, -73.999048, -73.99963, -74.000213, -74.002415, -74.001248, 40.646926, 40.647487, 40.646159, 40.645597, 40.645037, 40.644477, 40.645809, 40.646926)))",2182,2167,70750,453,455,31677,36047009201,2
36047028000,"Census Tract 280, Kings County, New York","list(list(c(-74.009184756705, -74.006781, -74.007459, -74.006172, -74.004934, -74.00263, -74.00514, -74.0077100448287, -74.0079067611236, -74.0084384949163, -74.009184756705, 40.5996422164826, 40.602291, 40.602645, 40.603887, 40.605075, 40.603847, 40.601432, 40.5986709706622, 40.5988005280912, 40.5991507281757, 40.5996422164826)))",1946,1946,86509,334,334,10755,36047028000,1
36081023000,"Census Tract 230, Queens County, New York","list(list(c(-73.810221, -73.807774, -73.807422, -73.806929, -73.806654, -73.806457, -73.805482, -73.807179, -73.808046, -73.80918, -73.809508, -73.809834, -73.810196, -73.810221, 40.715707, 40.715716, 40.714325, 40.713643, 40.71295, 40.712056, 40.710089, 40.709603, 40.709357, 40.71147, 40.712141, 40.712812, 40.714283, 40.715707)))",1993,1975,100000,353,349,16680,36081023000,1
36047098800,"Census Tract 988, Kings County, New York","list(list(c(-73.90067, -73.899791, -73.897619, -73.895777, -73.893961, -73.897011, -73.898828, -73.899914, -73.90067, 40.64366, 40.644227, 40.64563, 40.643977, 40.642343, 40.640374, 40.642005, 40.642978, 40.64366)))",3348,3022,83628,534,516,15078,36047098800,1
36005005600,"Census Tract 56, Bronx County, New York","list(list(c(-73.882354, -73.879983, -73.879252, -73.87772, -73.877432, -73.876594, -73.876067, -73.876993, -73.878845, -73.879769, -73.881724, -73.882354, 40.831505, 40.83468, 40.834424, 40.833868, 40.83376, 40.833882, 40.831638, 40.831515, 40.831265, 40.831139, 40.831287, 40.831505)))",2168,2168,40341,352,352,18035,36005005600,3
36005024501,"Census Tract 245.01, Bronx County, New York","list(list(c(-73.918167, -73.916935, -73.91619, -73.915568, -73.915421, -73.914675, -73.913848, -73.912273, -73.912488, -73.914873, -73.915452, -73.915975, -73.916447, -73.917406, -73.918167, 40.852983, 40.854609, 40.854582, 40.854244, 40.854175, 40.853943, 40.853811, 40.853759, 40.853387, 40.851047, 40.850494, 40.851325, 40.851905, 40.852146, 40.852983)))",4475,4475,35303,586,586,13827,36005024501,2
36061022600,"Census Tract 226, New York County, New York","list(list(c(-73.947034, -73.944193, -73.941347, -73.941803, -73.942249, -73.943172, -73.946031, -73.945568, -73.948419, -73.947034, 40.81583, 40.814634, 40.813438, 40.812815, 40.812201, 40.810942, 40.812119, 40.812752, 40.813938, 40.81583)))",5386,5345,52838,866,869,10593,36061022600,1
36047021000,"Census Tract 210, Kings County, New York","list(list(c(-74.011428, -74.010004, -74.008754, -74.006554, -74.00435, -74.004932, -74.005655, -74.006095, -74.008299, -74.0105, -74.012142, -74.011428, 40.629162, 40.630113, 40.629371, 40.62804, 40.626711, 40.626151, 40.625455, 40.625033, 40.626361, 40.627693, 40.628684, 40.629162)))",4089,4089,58631,641,641,23119,36047021000,3
36081060800,"Census Tract 608, Queens County, New York","list(list(c(-73.744159, -73.743593, -73.741865, -73.740136, -73.738401, -73.737517, -73.738319, -73.739223, -73.745105, -73.744159, 40.69455, 40.696215, 40.695684, 40.695139, 40.694596, 40.694318, 40.692782, 40.691048, 40.692783, 40.69455)))",1536,1536,101042,282,282,36208,36081060800,1
36081107201,"Census Tract 1072.01, Queens County, New York","list(list(c(-73.834201, -73.83159, -73.828345, -73.826048, -73.8243, -73.82441, -73.822945, -73.822483, -73.820032, -73.819952, -73.82086, -73.820473, -73.821631, -73.8241, -73.823998, -73.821658, -73.820941, -73.820177, -73.817571, -73.816527, -73.814796, -73.816156, -73.814771, -73.815082, -73.818311, -73.818491, -73.821358, -73.824803, -73.832326, -73.833815, -73.834201, 40.596657, 40.597942, 40.597646, 40.599461, 40.598332, 40.600342, 40.602583, 40.605583, 40.608924, 40.611006, 40.612265, 40.610195, 
40.608496, 40.61232, 40.612512, 40.614909, 40.615237, 40.615181, 40.614163, 40.614947, 40.613194, 40.612942, 40.608851, 40.607284, 40.60134, 40.59939, 40.594691, 40.595083, 40.594619, 40.594947, 40.596657)))",2429,2427,91029,428,429,39726,36081107201,3
36047095000,"Census Tract 950, Kings County, New York","list(list(c(-73.919556, -73.91893, -73.916809, -73.914943, -73.913278, -73.916224, -73.918604, -73.918852, -73.919172, -73.91929, -73.919462, -73.919556, 40.641185, 40.640585, 40.638682, 40.637007, 40.635508, 40.633606, 40.632096, 40.634483, 40.63747, 40.638596, 40.640239, 40.641185)))",2751,2737,83846,352,349,19349,36047095000,2
36005015200,"Census Tract 152, Bronx County, New York","list(list(c(-73.828584, -73.827005, -73.825294, -73.823579, -73.821676, -73.820689, -73.81914, -73.822249, -73.824638, -73.831106, -73.828584, 40.828061, 40.828835, 40.829689, 40.827867, 40.826202, 40.825305, 40.822347, 40.823919, 40.824766, 40.826819, 40.828061)))",2565,2479,78425,387,345,14098,36005015200,3
36047065800,"Census Tract 658, Kings County, New York","list(list(c(-73.93316, -73.931345, -73.929524, -73.927691, -73.929868, -73.933513, -73.932801, -73.934622, -73.93316, 40.611381, 40.609747, 40.608117, 40.60648, 40.605071, 40.608343, 40.608805, 40.610442, 40.611381)))",1853,1853,84427,357,357,23696,36047065800,1
36081047500,"Census Tract 475, Queens County, New York","list(list(c(-73.880354, -73.877838, -73.87477, -73.873788, -73.87048, -73.869037, -73.871211, -73.874996, -73.875237, -73.877506, -73.877083, -73.879554, -73.880659, -73.880354, 40.737135, 40.736586, 40.734628, 40.734255, 40.733294, 40.732849, 40.732096, 40.730788, 40.730724, 40.731607, 40.732909, 40.734854, 40.735715, 40.737135)))",5178,5178,74769,660,660,9200,36081047500,4
36081007100,"Census Tract 71, Queens County, New York","list(list(c(-73.927807, -73.9259, -73.924783, -73.923634, -73.922204, -73.921242, -73.918998, -73.918116, -73.919956, -73.918493, -73.919778, -73.920587, -73.922189, -73.923525, -73.925076, -73.926473, -73.927807, 40.769889, 40.772262, 40.771355, 40.770428, 40.769223, 40.768378, 40.770309, 40.770029, 40.76844, 40.767735, 40.766152, 40.766521, 40.767267, 40.767893, 40.768619, 40.769271, 40.769889)))",3114,3114,103839,435,435,23853,36081007100,6
