"LOCAL.HEALTH.UNIT","OPERATION.NAME","CITY","STATE","ZIP","MUNICIPALITY","COUNTY","VENDOR.TYPE","CREATION.DATE","LOCATION","LAT","LONG","ADDRESS","census_code","census_tract"
"NYC","DEEP TRADING CORPORATION","ASTORIA","NY",11102,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","29-10A 30TH AVENUE ASTORIA, NY 11102 (40.767645478, -73.923292157)",40.767645478,-73.923292157,"29-10A 30TH AVENUE ASTORIA, NY 11102 ","360810073001001","007300"
"NYC","ANDREWS DELI GROCERY LLC","BROOKLYN","NY",11220,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6816 3RD AVENUE BROOKLYN, NY 11220 (40.636291248, -74.025994276)",40.636291248,-74.025994276,"6816 3RD AVENUE BROOKLYN, NY 11220 ","360470068004000","006800"
"NYC","LA QUEBRADITA GROCERY CORP.","STATEN ISLAND","NY",10301,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","405 JERSEY STREET STATEN ISLAND, NY 10301 (40.638568653, -74.087434297)",40.638568653,-74.087434297,"405 JERSEY STREET STATEN ISLAND, NY 10301 ","360850011003002","001100"
"NYC","CROPSEY SERVICE STATION INC","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1907 CROPSEY AVENUE BROOKLYN, NY 11214 (40.601513936, -74.004536939)",40.601513936,-74.004536939,"1907 CROPSEY AVENUE BROOKLYN, NY 11214 ","360470282002003","028200"
"NYC","TOBACCO ON 1ST CORPORATION","MANHATTAN","NY",10065,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1121 1ST AVENUE MANHATTAN, NY 10065 (40.761228837, -73.961029916)",40.761228837,-73.961029916,"1121 1ST AVENUE MANHATTAN, NY 10065 ","360610110006000","011000"
"NYC","EASTERN ISLAND INC.","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","1463 EASTERN PARKWAY BROOKLYN, NY 11233 (40.669822046, -73.919671929)",40.669822046,-73.919671929,"1463 EASTERN PARKWAY BROOKLYN, NY 11233 ","360470361002001","036100"
"NYC","BALLAROSSA SMOKE SHOP INC","QUEENS","NY",11416,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","9718 101ST AVENUE QUEENS, NY 11416 (40.68488047, -73.843412285)",40.68488047,-73.843412285,"9718 101ST AVENUE QUEENS, NY 11416 ","360810040011002","004001"
"NYC","ROCKY DELI GROCERY INC","BROOKLYN","NY",11206,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","590 BROADWAY BROOKLYN, NY 11206 (40.703670644000056, -73.94732474999995)",40.7036706440001,-73.94732475,"590 BROADWAY BROOKLYN, NY 11206 ","360470509001006","050900"
"NYC","DISCOUNT MART INC.","BRONX","NY",1046,"BRONX","NEW YORK CITY","DISCOUNT STORE","07/10/2023","2179 WESTCHESTER AVENUE BRONX, NY 1046 (40.834304993, -73.85227489)",40.834304993,-73.85227489,"2179 WESTCHESTER AVENUE BRONX, NY 1046 ","360050222004000","022200"
"NYC","EXHALE VAPE CORP","STATEN ISLAND","NY",10309,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6380 AMBOY ROAD STATEN ISLAND, NY 10309 (40.522216019, -74.216610908)",40.522216019,-74.216610908,"6380 AMBOY ROAD STATEN ISLAND, NY 10309 ","360850226014014","022601"
"NYC","PUFF AROMA CORP","MANHATTAN","NY",10036,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","693 9TH AVENUE MANHATTAN, NY 10036 (40.762084336, -73.990199693)",40.762084336,-73.990199693,"693 9TH AVENUE MANHATTAN, NY 10036 ","360610127003000","012700"
"NYC","LORIMER DELI & GROCERY INC","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","593 METROPOLITAN AVENUE BROOKLYN, NY 11211 (40.714204265, -73.949146557)",40.714204265,-73.949146557,"593 METROPOLITAN AVENUE BROOKLYN, NY 11211 ","360470501002001","050100"
"NYC","PENNYBRIDGE DELI, INC.","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","82 CLARK STREET BROOKLYN, NY 11201 (40.697307857, -73.992802945)",40.697307857,-73.992802945,"82 CLARK STREET BROOKLYN, NY 11201 ","360470005021001","000502"
"NYC","BRIGHTON'S CONVENIENCE INC.","BROOKLYN","NY",11235,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","3165 CONEY ISLAND AVENUE BROOKLYN, NY 11235 (40.578879989, -73.959510864)",40.578879989,-73.959510864,"3165 CONEY ISLAND AVENUE BROOKLYN, NY 11235 ","360470610031000","061003"
"NYC","SEEMA NOREEN","ASTORIA","NY",11102,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","25-04 31ST STREET ASTORIA, NY 11102 (40.77036528, -73.918028993)",40.77036528,-73.918028993,"25-04 31ST STREET ASTORIA, NY 11102 ","360810069003002","006900"
"NYC","PARIKH, DIPAK","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","657 EAST 187TH STREET BRONX, NY 10458 (40.85482385, -73.885783979)",40.85482385,-73.885783979,"657 EAST 187TH STREET BRONX, NY 10458 ","360050389005000","038900"
"NYC","CANDY AND GIFSHOP INC","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","8415 18TH AVENUE BROOKLYN, NY 11214 (40.607968546, -74.001559268)",40.607968546,-74.001559268,"8415 18TH AVENUE BROOKLYN, NY 11214 ","360470278001003","027800"
"NYC","ALMAZEN CANDY & TOBACCO CORP.","CAMBRIA HEIGHTS","NY",11411,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","216-17 LINDEN BOULEVARD CAMBRIA HEIGHTS, NY 11411 (40.696141809, -73.742879989)",40.696141809,-73.742879989,"216-17 LINDEN BOULEVARD CAMBRIA HEIGHTS, NY 11411 ","360810598002005","059800"
"NYC","M & M GROCERY CORP","BROOKLYN","NY",11226,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1854 NOSTRAND AVENUE BROOKLYN, NY 11226 (40.640495108, -73.948621682)",40.640495108,-73.948621682,"1854 NOSTRAND AVENUE BROOKLYN, NY 11226 ","360470828001002","082800"
"NYC","BROADWAY MINI MARKET DELI CORP.","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","403 BROADWAY BROOKLYN, NY 11211 (40.707075001, -73.953835427)",40.707075001,-73.953835427,"403 BROADWAY BROOKLYN, NY 11211 ","360470527003002","052700"
"NYC","JAY NEWSSTAND","FOREST HILLS","NY",11375,"QUEENS","NEW YORK CITY","STAND","07/10/2023","S/W/C 71ST AVE & QUEENS BOULEVARD FOREST HILLS, NY 11375 (40.72127, -73.844079987)",40.72127,-73.844079987,"S/W/C 71ST AVE & QUEENS BOULEVARD FOREST HILLS, NY 11375 ","360810737001000","073700"
"NYC","KHH FOOD CORP.","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","252 5TH AVENUE BROOKLYN, NY 11215 (40.675122159, -73.981444242)",40.675122159,-73.981444242,"252 5TH AVENUE BROOKLYN, NY 11215 ","360470133003001","013300"
"NYC","ROYAL CONVENIENCE CORP","BROOKLYN","NY",11222,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","230 CALYER STREET BROOKLYN, NY 11222 (40.729004317, -73.950338715)",40.729004317,-73.950338715,"230 CALYER STREET BROOKLYN, NY 11222 ","360470573003000","057300"
"NYC","BK CONVENIENCE 2 INC","BROOKLYN","NY",11232,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","725 4TH AVENUE BROOKLYN, NY 11232 (40.66121169400003, -73.99695483699998)",40.661211694,-73.996954837,"725 4TH AVENUE BROOKLYN, NY 11232 ","360470145002001","014500"
"NYC","HADY DELI & GROCERY CORP","JACKSON HEIGHTS","NY",11372,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","94-24 NORTHERN BOULEVARD JACKSON HEIGHTS, NY 11372 (40.756692174, -73.873246915)",40.756692174,-73.873246915,"94-24 NORTHERN BOULEVARD JACKSON HEIGHTS, NY 11372 ","360810375021001","037502"
"NYC","245 BROADWAY MARKET CORP","BRONX","NY",10471,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6029 BROADWAY BRONX, NY 10471 (40.891618561, -73.897561475)",40.891618561,-73.897561475,"6029 BROADWAY BRONX, NY 10471 ","360050351002003","035100"
"NYC","ZAZAANDCO. LLC","STATEN ISLAND","NY",10302,"STATEN ISLAND","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","1426 CASTLETON AVENUE STATEN ISLAND, NY 10302 (40.633903412, -74.130408314)",40.633903412,-74.130408314,"1426 CASTLETON AVENUE STATEN ISLAND, NY 10302 ","360850207023009","020702"
"NYC","MT DELI GROCERY INC","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","245 HOWARD AVENUE BROOKLYN, NY 11233 (40.67947188, -73.919173625)",40.67947188,-73.919173625,"245 HOWARD AVENUE BROOKLYN, NY 11233 ","360470379003000","037900"
"NYC","RALPH DELI GROCERY CORP I","BROOKLYN","NY",11233,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","146 RALPH AVENUE BROOKLYN, NY 11233 (40.685001547, -73.923264832)",40.685001547,-73.923264832,"146 RALPH AVENUE BROOKLYN, NY 11233 ","360470383002000","038300"
"NYC","LARA MINI MARKET CORP","BRONX","NY",10456,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1382 CROTONA  AVENUE BRONX, NY 10456 (40.833343254, -73.897899852)",40.833343254,-73.897899852,"1382 CROTONA  AVENUE BRONX, NY 10456 ","360050151001003","015100"
"NYC","1642 CONVENIENT CORPORATION","BROOKLYN","NY",11214,"BROOKLYN","NEW YORK CITY","TOBACCO RETAIL","07/10/2023","1642 BATH AVENUE BROOKLYN, NY 11214 (40.605750359, -74.009489219)",40.605750359,-74.009489219,"1642 BATH AVENUE BROOKLYN, NY 11214 ","360470174002001","017400"
"NYC","JFK DELI GROCERY CORP V","SPRINGFIELD GARDENS","NY",11413,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","184-13 140TH AVENUE SPRINGFIELD GARDENS, NY 11413 (40.672492688, -73.759906736)",40.672492688,-73.759906736,"184-13 140TH AVENUE SPRINGFIELD GARDENS, NY 11413 ","360810330001003","033000"
"NYC","LAS DELICIAS CORP","JACKSON HEIGHTS","NY",11372,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","92-09 37TH AVENUE JACKSON HEIGHTS, NY 11372 (40.75088427, -73.874723135)",40.75088427,-73.874723135,"92-09 37TH AVENUE JACKSON HEIGHTS, NY 11372 ","360810275002002","027500"
"NYC","ARTHUR KILL FUELS LLC","STATEN ISLAND","NY",10312,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1781 ARTHUR KILL ROAD STATEN ISLAND, NY 10312 (40.558892865, -74.197776223)",40.558892865,-74.197776223,"1781 ARTHUR KILL ROAD STATEN ISLAND, NY 10312 ","360850228011007","022801"
"NYC","TRIANGLE DELI CORP","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1334 BROADWAY BROOKLYN, NY 11221 (40.690036227, -73.923130303)",40.690036227,-73.923130303,"1334 BROADWAY BROOKLYN, NY 11221 ","360470375002001","037500"
"NYC","1431A ROCKAWAY CORP","BROOKLYN","NY",11236,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1431 ROCKAWAY AVENUE BROOKLYN, NY 11236 (40.645127618, -73.902106897)",40.645127618,-73.902106897,"1431 ROCKAWAY AVENUE BROOKLYN, NY 11236 ","360470974002007","097400"
"NYC","LOS PAISAS DELI GROCERY CORP","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","45-14 NATIONAL STREET CORONA, NY 11368 (40.745582213, -73.864465698)",40.745582213,-73.864465698,"45-14 NATIONAL STREET CORONA, NY 11368 ","360810411001001","041100"
"NYC","ASTORIA FUEL & CONVENIENCE STORE INC","ASTORIA","NY",11102,"QUEENS","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","3002 ASTORIA BOULEVARD ASTORIA, NY 11102 (40.770054101, -73.919062733)",40.770054101,-73.919062733,"3002 ASTORIA BOULEVARD ASTORIA, NY 11102 ","360810071004000","007100"
"NYC","WALLY LOVE & DELI GROCERY INC","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","262 SAINT NICHOLAS AVENUE BROOKLYN, NY 11237 (40.702279594, -73.912876822)",40.702279594,-73.912876822,"262 SAINT NICHOLAS AVENUE BROOKLYN, NY 11237 ","360470441001000","044100"
"NYC","STEVE'S DELI & GRILL INC","JAMAICA","NY",11435,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","14401 JAMAICA AVENUE JAMAICA, NY 11435 (40.702395882, -73.811396683)",40.702395882,-73.811396683,"14401 JAMAICA AVENUE JAMAICA, NY 11435 ","360810240001003","024000"
"NYC","MARRAKECH CORP","BROOKLYN","NY",11230,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1915 CONEY ISLAND AVENUE BROOKLYN, NY 11230 (40.61075117, -73.962315951)",40.61075117,-73.962315951,"1915 CONEY ISLAND AVENUE BROOKLYN, NY 11230 ","360470542002001","054200"
"NYC","CLARKSON FOOD CORP.","BROOKLYN","NY",11212,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","1125 CLARKSON AVENUE BROOKLYN, NY 11212 (40.66054221, -73.921128306)",40.66054221,-73.921128306,"1125 CLARKSON AVENUE BROOKLYN, NY 11212 ","360470884003000","088400"
"NYC","THE STOP & SHOP SUPERMARKET COMPANY LLC","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1720 EASTCHESTER ROAD BRONX, NY 10461 (40.846957183, -73.843888125)",40.846957183,-73.843888125,"1720 EASTCHESTER ROAD BRONX, NY 10461 ","360050284001003","028400"
"NYC","SHAGUFTA TABUSAM","BROOKLYN","NY",11219,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6226 NEW UTRECHT AVENUE BROOKLYN, NY 11219 (40.625488232, -73.997350127)",40.625488232,-73.997350127,"6226 NEW UTRECHT AVENUE BROOKLYN, NY 11219 ","360470192004001","019200"
"NYC","A Z ZAHZAAA INC.","QUEEN","NY",11419,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","10408 111 STREET QUEEN, NY 11419 (40.684403917, -73.831129863)",40.684403917,-73.831129863,"10408 111 STREET QUEEN, NY 11419 ","360810100002002","010000"
"NYC","THREE ANGELS GROCERY INC.","BROOKLYN","NY",11201,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","292 HENRY STREET BROOKLYN, NY 11201 (40.691368258, -73.996008357)",40.691368258,-73.996008357,"292 HENRY STREET BROOKLYN, NY 11201 ","360470007001006","000700"
"NYC","JOSEPH M. KAAIED","BRONX","NY",10452,"BRONX","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","37 EAST 170TH STREET BRONX, NY 10452 (40.839858633, -73.916334758)",40.839858633,-73.916334758,"37 EAST 170TH STREET BRONX, NY 10452 ","360050223002001","022300"
"NYC","NEW TASTE DELI CORP","BRONX","NY",10453,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1888 JEROME AVENUE BRONX, NY 10453 (40.849796762, -73.910636657)",40.849796762,-73.910636657,"1888 JEROME AVENUE BRONX, NY 10453 ","360050233013000","023301"
"NYC","PRESTIGE CONVENIENCE CORP.","BROOKLYN","NY",11222,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","33 NEWKIRK PLZ BROOKLYN, NY 11222 (40.634713564, -73.962889944)",40.634713564,-73.962889944,"33 NEWKIRK PLZ BROOKLYN, NY 11222 ","360470520002008","052000"
"NYC","FAMILY HE GROCERY STORE INC.","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","47-35 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 (40.744469012, -73.953368521)",40.744469012,-73.953368521,"47-35 VERNON BOULEVARD LONG ISLAND CITY, NY 11101 ","360810007012003","000701"
"NYC","UNION HALL DELI & GROCERY INC","JAMAICA","NY",11433,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","92-25 UNION HALL STREET JAMAICA, NY 11433 (40.703675337, -73.797410053)",40.703675337,-73.797410053,"92-25 UNION HALL STREET JAMAICA, NY 11433 ","360810446012003","044601"
"NYC","MILILLO, MARGARET","REGO PARK","NY",11374,"QUEENS","NEW YORK CITY","STAND","07/10/2023","N/W/C 63RD DR & SAUNDERS STREET REGO PARK, NY 11374 (40.729299989, -73.862850002)",40.729299989,-73.862850002,"N/W/C 63RD DR & SAUNDERS STREET REGO PARK, NY 11374 ","360810693001005","069300"
"NYC","PAGE BAGELS INC","STATEN ISLAND","NY",10309,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6959 AMBOY ROAD STATEN ISLAND, NY 10309 (40.516656973, -74.232819916)",40.516656973,-74.232819916,"6959 AMBOY ROAD STATEN ISLAND, NY 10309 ","360850248003003","024800"
"NYC","GOWANUS MARKET CORP","BROOKLYN","NY",11217,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","225 BOND STREET BROOKLYN, NY 11217 (40.682541081, -73.987684368)",40.682541081,-73.987684368,"225 BOND STREET BROOKLYN, NY 11217 ","360470071002001","007100"
"NYC","ISLAND GROCERY CORP.","STATEN ISLAND","NY",10301,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","418 JERSEY STREET STATEN ISLAND, NY 10301 (40.638085353, -74.087554744)",40.638085353,-74.087554744,"418 JERSEY STREET STATEN ISLAND, NY 10301 ","360850077001000","007700"
"NYC","LIC DELI CORP.","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","28-31 BORDEN AVENUE LONG ISLAND CITY, NY 11101 (40.738871452, -73.940940422)",40.738871452,-73.940940422,"28-31 BORDEN AVENUE LONG ISLAND CITY, NY 11101 ","360810199021004","019902"
"NYC","115 LEFFERTBLVD NEWSTAND INC","SOUTH OZONE PARK","NY",11420,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","11507 LEFFERTS BOULEVARD SOUTH OZONE PARK, NY 11420 (40.676766495, -73.819351193)",40.676766495,-73.819351193,"11507 LEFFERTS BOULEVARD SOUTH OZONE PARK, NY 11420 ","360810166002005","016600"
"NYC","FAMILY DOLLAR STORES OF NEW YORK, INC.","BROOKLYN","NY",11221,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","644 GATES AVENUE BROOKLYN, NY 11221 (40.687408829, -73.939321625)",40.687408829,-73.939321625,"644 GATES AVENUE BROOKLYN, NY 11221 ","360470277004001","027700"
"NYC","BELLA 1 CONVENIENCE STORE CORP","BRONX","NY",10461,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","1745 CROSBY AVENUE BRONX, NY 10461 (40.846210733, -73.831896472)",40.846210733,-73.831896472,"1745 CROSBY AVENUE BRONX, NY 10461 ","360050266023000","026602"
"NYC","DONA JUANA GROCERY STORE INC","BRONX","NY",10453,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","21 WEST 176TH STREET BRONX, NY 10453 (40.848574178, -73.913227336)",40.848574178,-73.913227336,"21 WEST 176TH STREET BRONX, NY 10453 ","360050217002000","021700"
"NYC","METRO NOVELTY & CONVENIENCE INC","BROOKLYN","NY",11211,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","354 GRAHAM AVENUE BROOKLYN, NY 11211 (40.714849839, -73.944280107)",40.714849839,-73.944280107,"354 GRAHAM AVENUE BROOKLYN, NY 11211 ","360470497002003","049700"
"NYC","MILLENNIUM CIGARS INC","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","388A BEFORD PARK  BOULEVARD BRONX, NY 10458 (40.867518875, -73.883941217)",40.867518875,-73.883941217,"388A BEFORD PARK  BOULEVARD BRONX, NY 10458 ","360050407021001","040702"
"NYC","HETAL GROCERIES, INC.","STATEN ISLAND","NY",10304,"STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","635 NORTH RAILROAD AVENUE STATEN ISLAND, NY 10304 (40.589188934, -74.09603765)",40.589188934,-74.09603765,"635 NORTH RAILROAD AVENUE STATEN ISLAND, NY 10304 ","360850096022002","009602"
"NYC","SPEEDY CONVENIENCE CORP","BROOKLYN","NY",11222,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","202 NASSAU AVENUE BROOKLYN, NY 11222 (40.725496114, -73.94481722)",40.725496114,-73.94481722,"202 NASSAU AVENUE BROOKLYN, NY 11222 ","360470591004001","059100"
"NYC","MYRTLE DELI CORP.","BROOKLYN","NY",11205,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","158 NOSTRAND AVENUE BROOKLYN, NY 11205 (40.694742785, -73.952585819)",40.694742785,-73.952585819,"158 NOSTRAND AVENUE BROOKLYN, NY 11205 ","360470241001000","024100"
"NYC","BEACH DELI INC.","BROOKLYN","NY",11224,"BROOKLYN","NEW YORK CITY","DELICATESSEN","07/10/2023","3204 MERMAID AVENUE BROOKLYN, NY 11224 (40.574967442, -73.99869098)",40.574967442,-73.99869098,"3204 MERMAID AVENUE BROOKLYN, NY 11224 ","360470342003000","034200"
"NYC","MUKTI 49 PETROLEUM INC.","CORONA","NY",11368,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","9949 HORACE HARDING EXPRESSWAY CORONA, NY 11368 (40.73654979, -73.857274444)",40.73654979,-73.857274444,"9949 HORACE HARDING EXPRESSWAY CORONA, NY 11368 ","360810437021002","043702"
"NYC","TWO STARS EXPRESS GROCERY INC.","BRONX","NY",10458,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","6A EAST 167TH STREET BRONX, NY 10458 (40.835882557, -73.921855486)",40.835882557,-73.921855486,"6A EAST 167TH STREET BRONX, NY 10458 ","360050197003001","019700"
"NYC","ORGANIC R US DELI CORP","RIDGEWOOD","NY",11385,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","5907 MYRTLE AVENUE RIDGEWOOD, NY 11385 (40.700623906, -73.899833054)",40.700623906,-73.899833054,"5907 MYRTLE AVENUE RIDGEWOOD, NY 11385 ","360810583003002","058300"
"NYC","SMOKE & SNACKS CONVENIENCE INC","BROOKLYN","NY",11215,"BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","294 5TH AVENUE BROOKLYN, NY 11215 (40.67373981, -73.98258939)",40.67373981,-73.98258939,"294 5TH AVENUE BROOKLYN, NY 11215 ","360470135003000","013500"
"NYC","MURRAY HILL ORGANICAL AND TOBACCO CO","MANHATTAN","NY",10016,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","231 EAST 34TH STREET MANHATTAN, NY 10016 (40.745271789, -73.976614975)",40.745271789,-73.976614975,"231 EAST 34TH STREET MANHATTAN, NY 10016 ","360610078004002","007800"
"NYC","WHITE HOUSE CONVENIENCE INC","BROOKLYN","NY",11237,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","293 WYCKOFF AVENUE BROOKLYN, NY 11237 (40.70064222, -73.91282886)",40.70064222,-73.91282886,"293 WYCKOFF AVENUE BROOKLYN, NY 11237 ","360470441001001","044100"
"NYC","UTICA DELI & SMOKE SHOP I CORP","BROOKLYN","NY",11213,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","321 UTICA AVENUE BROOKLYN, NY 11213 (40.666847476, -73.931157651)",40.666847476,-73.931157651,"321 UTICA AVENUE BROOKLYN, NY 11213 ","360470349022000","034902"
"NYC","AMEER DELI CORP.","BROOKLYN","NY",11216,"BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","357 NOSTRAND AVENUE BROOKLYN, NY 11216 (40.685897405, -73.95053527)",40.685897405,-73.95053527,"357 NOSTRAND AVENUE BROOKLYN, NY 11216 ","360470251003001","025100"
"NYC","AAA PLUS DELI INC","ELMHURST","NY",11373,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","40-12 HAMPTON STREET ELMHURST, NY 11373 (40.746819633, -73.882720142)",40.746819633,-73.882720142,"40-12 HAMPTON STREET ELMHURST, NY 11373 ","360810269012000","026901"
"NYC","TARGEE GAS & MART INC","STATEN ISLAND","NY",10304,"STATEN ISLAND","NEW YORK CITY","CONVENIENCE/GAS","07/10/2023","175 TARGEE STREET STATEN ISLAND, NY 10304 (40.62294738400004, -74.08346999199995)",40.622947384,-74.083469992,"175 TARGEE STREET STATEN ISLAND, NY 10304 ","360850029001000","002900"
"NYC","317 FANTASTIC CONVENIENCE & SMOKER C","MANHATTAN","NY",10003,"NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","317 1ST AVENUE MANHATTAN, NY 10003 (40.734136515, -73.980774327)",40.734136515,-73.980774327,"317 1ST AVENUE MANHATTAN, NY 10003 ","360610048006000","004800"
"NYC","MACE THE GREAT DELI DELIGHT CORP","BRONX","NY",10463,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","103 WEST 225TH STREET BRONX, NY 10463 (40.87431047, -73.910302655)",40.87431047,-73.910302655,"103 WEST 225TH STREET BRONX, NY 10463 ","360610309002001","030900"
"NYC","48 BODEGA INC","ASTORIA","NY",11103,"QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","47-20 BROADWAY ASTORIA, NY 11103 (40.755942287, -73.912825172)",40.755942287,-73.912825172,"47-20 BROADWAY ASTORIA, NY 11103 ","360810161002000","016100"
"NYC","CEBI MANAGEMENT INC","LONG ISLAND CITY","NY",11101,"QUEENS","NEW YORK CITY","CONVENIENCE STORE","07/10/2023","21-17 JACKSON AVENUE LONG ISLAND CITY, NY 11101 (40.745117269, -73.948130251)",40.745117269,-73.948130251,"21-17 JACKSON AVENUE LONG ISLAND CITY, NY 11101 ","360810007022004","000702"
"NYC","K&K FUEGO CONVENIENCE STORE INC","BRONX","NY",10457,"BRONX","NEW YORK CITY","GROCERY SUPERMARKET","07/10/2023","472 TREMONT AVENUE BRONX, NY 10457 (40.846877597, -73.897871773)",40.846877597,-73.897871773,"472 TREMONT AVENUE BRONX, NY 10457 ","360050395004002","039500"
